poi_id,input_checkins,output_interactions,output_views,output_transactions,output_reviews,input_unique_users,output_unique_users,interaction_diff,user_diff
POI-ID-8e1e68a0,2,2,2,0,0,2,2,0,0
POI-ID-15a36879,1,1,1,0,0,1,1,0,0
POI-ID-d2fbcb82,1,1,1,0,0,1,1,0,0
POI-ID-20aa74e3,2,2,1,1,0,1,1,0,0
POI-ID-529df7bf,3,3,1,1,1,1,1,0,0
POI-ID-f6e8db70,1,1,1,0,0,1,1,0,0
POI-ID-62f00564,1,1,1,0,0,1,1,0,0
POI-ID-87b54b23,1,1,1,0,0,1,1,0,0
POI-ID-d87b510c,1,1,1,0,0,1,1,0,0
POI-ID-1aa9eedb,1,1,1,0,0,1,1,0,0
POI-ID-771d07c5,8,8,4,2,2,4,4,0,0
POI-ID-025128bb,1,1,1,0,0,1,1,0,0
POI-ID-cf8b9921,1,1,1,0,0,1,1,0,0
POI-ID-e2b36aab,5,5,3,1,1,3,3,0,0
POI-ID-bf44fd1e,3,3,2,1,0,2,2,0,0
POI-ID-86b8665e,1,1,1,0,0,1,1,0,0
POI-ID-f6effe9d,1,1,1,0,0,1,1,0,0
POI-ID-19b68b0f,4,4,3,1,0,3,3,0,0
POI-ID-aafca482,4,4,3,1,0,3,3,0,0
POI-ID-d3abbfe8,2,2,2,0,0,2,2,0,0
POI-ID-79f4ddd2,1,1,1,0,0,1,1,0,0
POI-ID-384899c2,2,2,1,1,0,1,1,0,0
POI-ID-720155dd,1,1,1,0,0,1,1,0,0
POI-ID-dcb117c3,2,2,2,0,0,2,2,0,0
POI-ID-cd895fd2,3,3,1,1,1,1,1,0,0
POI-ID-1ed1ebb9,2,2,2,0,0,2,2,0,0
POI-ID-04f581fb,2,2,2,0,0,2,2,0,0
POI-ID-3d16203d,3,3,2,1,0,2,2,0,0
POI-ID-22c0a999,2,2,2,0,0,2,2,0,0
POI-ID-794131a2,5,5,3,1,1,2,2,0,0
POI-ID-21a2bf25,1,1,1,0,0,1,1,0,0
POI-ID-d86782d2,1,1,1,0,0,1,1,0,0
POI-ID-10ef9854,2,2,2,0,0,2,2,0,0
POI-ID-e2947640,2,2,2,0,0,2,2,0,0
POI-ID-09a80a68,2,2,2,0,0,2,2,0,0
POI-ID-19ac211a,1,1,1,0,0,1,1,0,0
POI-ID-1a50ccc8,3,3,3,0,0,3,3,0,0
POI-ID-73d40b48,1,1,1,0,0,1,1,0,0
POI-ID-48c42c87,2,2,2,0,0,2,2,0,0
POI-ID-5774bbbf,1,1,1,0,0,1,1,0,0
POI-ID-4b24bb1c,5,5,4,1,0,4,4,0,0
POI-ID-24fb92a2,11,11,6,3,2,2,2,0,0
POI-ID-abfdb36b,1,1,1,0,0,1,1,0,0
POI-ID-76c7f1ca,1,1,1,0,0,1,1,0,0
POI-ID-15b87dd3,7,7,5,1,1,4,4,0,0
POI-ID-3928b73c,3,3,3,0,0,3,3,0,0
POI-ID-8932255e,1,1,1,0,0,1,1,0,0
POI-ID-c97044f2,3,3,3,0,0,3,3,0,0
POI-ID-3f9cfe12,1,1,0,1,0,1,1,0,0
POI-ID-9d86c958,6,6,4,1,1,3,3,0,0
POI-ID-eacef71c,2,2,2,0,0,2,2,0,0
POI-ID-3ad9a355,2,2,2,0,0,2,2,0,0
POI-ID-a44e34e5,2,2,2,0,0,2,2,0,0
POI-ID-3f4eb959,3,3,3,0,0,3,3,0,0
POI-ID-20f81ce2,3,3,2,1,0,2,2,0,0
POI-ID-c1c89f8d,1,1,1,0,0,1,1,0,0
POI-ID-c3a466d2,1,1,1,0,0,1,1,0,0
POI-ID-3a990f1d,6,6,4,2,0,5,5,0,0
POI-ID-b1b92f75,3,3,3,0,0,3,3,0,0
POI-ID-e80634c0,1,1,1,0,0,1,1,0,0
POI-ID-e00dfd4e,1,1,1,0,0,1,1,0,0
POI-ID-e4d64f1a,1,1,1,0,0,1,1,0,0
POI-ID-a252e2c1,4,4,4,0,0,4,4,0,0
POI-ID-87b52d06,1,1,1,0,0,1,1,0,0
POI-ID-9f741a65,2,2,2,0,0,2,2,0,0
POI-ID-325a4ac2,7,7,7,0,0,7,7,0,0
POI-ID-c50e114b,2,2,2,0,0,2,2,0,0
POI-ID-11c5cb50,3,3,2,1,0,2,2,0,0
POI-ID-186c7593,1,1,1,0,0,1,1,0,0
POI-ID-c8881a60,2,2,1,1,0,1,1,0,0
POI-ID-60b24464,1,1,1,0,0,1,1,0,0
POI-ID-a67a5767,1,1,1,0,0,1,1,0,0
POI-ID-9bcb9ee2,1,1,1,0,0,1,1,0,0
POI-ID-0af49e01,1,1,1,0,0,1,1,0,0
POI-ID-9ddf5f10,3,3,3,0,0,3,3,0,0
POI-ID-b6db9995,9,9,8,1,0,8,8,0,0
POI-ID-a86fb962,24,24,19,3,2,16,16,0,0
POI-ID-bddb6a2c,3,3,3,0,0,3,3,0,0
POI-ID-7b669c0e,2,2,2,0,0,2,2,0,0
POI-ID-5bd8f8b5,2,2,2,0,0,2,2,0,0
POI-ID-931192e2,1,1,1,0,0,1,1,0,0
POI-ID-550c9c88,2,2,1,1,0,1,1,0,0
POI-ID-5955d427,3,3,3,0,0,3,3,0,0
POI-ID-7f085aff,1,1,1,0,0,1,1,0,0
POI-ID-285d5050,2,2,1,1,0,1,1,0,0
POI-ID-8f55c125,2,2,2,0,0,2,2,0,0
POI-ID-82d79068,1,1,1,0,0,1,1,0,0
POI-ID-f0b721a3,3,3,2,1,0,2,2,0,0
POI-ID-761d9dd3,7,7,6,1,0,6,6,0,0
POI-ID-e372cc7c,1,1,1,0,0,1,1,0,0
POI-ID-8664aad7,1,1,1,0,0,1,1,0,0
POI-ID-cb909bc9,1,1,1,0,0,1,1,0,0
POI-ID-220f2dae,2,2,2,0,0,2,2,0,0
POI-ID-ea60a3a8,1,1,1,0,0,1,1,0,0
POI-ID-05fb3dcf,1,1,1,0,0,1,1,0,0
POI-ID-bf6129ab,6,6,6,0,0,6,6,0,0
POI-ID-17160e0b,4,4,3,1,0,3,3,0,0
POI-ID-8d34279d,2,2,2,0,0,2,2,0,0
POI-ID-30feec96,10,10,6,2,2,3,3,0,0
POI-ID-18a91202,13,13,9,3,1,8,8,0,0
POI-ID-1d469c9e,3,3,1,1,1,1,1,0,0
POI-ID-e4d536f3,1,1,1,0,0,1,1,0,0
POI-ID-17ec6587,2,2,2,0,0,2,2,0,0
POI-ID-9013e074,12,12,9,2,1,8,8,0,0
POI-ID-086232af,4,4,4,0,0,4,4,0,0
POI-ID-5a279b42,2,2,1,1,0,1,1,0,0
POI-ID-abac08c6,3,3,3,0,0,3,3,0,0
POI-ID-e9717250,9,9,7,1,1,7,7,0,0
POI-ID-7badffc9,3,3,2,1,0,2,2,0,0
POI-ID-f1ac84f5,8,8,4,2,2,1,1,0,0
POI-ID-d285eb0a,2,2,2,0,0,2,2,0,0
POI-ID-0af74550,1,1,1,0,0,1,1,0,0
POI-ID-342d573c,4,4,3,1,0,4,4,0,0
POI-ID-56fda9db,4,4,4,0,0,4,4,0,0
POI-ID-76085ee5,13,13,12,1,0,12,12,0,0
POI-ID-96bb784a,1,1,1,0,0,1,1,0,0
POI-ID-d5968378,8,8,7,1,0,7,7,0,0
POI-ID-c8850b9e,1,1,1,0,0,1,1,0,0
POI-ID-df468284,6,6,5,1,0,5,5,0,0
POI-ID-823cdc7e,1,1,1,0,0,1,1,0,0
POI-ID-043f633f,2,2,2,0,0,2,2,0,0
POI-ID-37b8f4d9,4,4,3,1,0,3,3,0,0
POI-ID-ed39f316,3,3,3,0,0,3,3,0,0
POI-ID-7f02a1d1,6,6,4,1,1,3,3,0,0
POI-ID-5bc6556b,1,1,1,0,0,1,1,0,0
POI-ID-595800fe,6,6,4,1,1,4,4,0,0
POI-ID-3aa7c880,1,1,1,0,0,1,1,0,0
POI-ID-6108bbbc,8,8,8,0,0,8,8,0,0
POI-ID-171e8496,2,2,1,1,0,1,1,0,0
POI-ID-cf50fc43,3,3,3,0,0,3,3,0,0
POI-ID-afa37838,16,16,9,4,3,7,7,0,0
POI-ID-771ff3fb,6,6,4,1,1,4,4,0,0
POI-ID-77133401,1,1,1,0,0,1,1,0,0
POI-ID-57efd88b,5,5,3,1,1,3,3,0,0
POI-ID-031dc720,2,2,2,0,0,2,2,0,0
POI-ID-6ad4878f,1,1,1,0,0,1,1,0,0
POI-ID-f2ce2313,5,5,5,0,0,5,5,0,0
POI-ID-f1ec8003,2,2,2,0,0,2,2,0,0
POI-ID-ec592d58,1,1,1,0,0,1,1,0,0
POI-ID-df5567f0,6,6,6,0,0,6,6,0,0
POI-ID-f4d106b9,8,8,6,2,0,7,7,0,0
POI-ID-3e2555c2,1,1,1,0,0,1,1,0,0
POI-ID-2f3778c0,3,3,1,1,1,1,1,0,0
POI-ID-5b3f4ee5,1,1,1,0,0,1,1,0,0
POI-ID-b177d0fb,3,3,2,1,0,2,2,0,0
POI-ID-23b94ee8,1,1,1,0,0,1,1,0,0
POI-ID-af419f9e,1,1,1,0,0,1,1,0,0
POI-ID-6f3e07ef,7,7,7,0,0,7,7,0,0
POI-ID-dd25eb70,6,6,4,2,0,4,4,0,0
POI-ID-fd84658d,1,1,1,0,0,1,1,0,0
POI-ID-ae0d13ed,1,1,1,0,0,1,1,0,0
POI-ID-56638207,5,5,5,0,0,5,5,0,0
POI-ID-0b31130f,2,2,2,0,0,2,2,0,0
POI-ID-74be4189,4,4,4,0,0,4,4,0,0
POI-ID-8afd4b20,3,3,3,0,0,3,3,0,0
POI-ID-d0fb6950,10,10,7,2,1,7,7,0,0
POI-ID-30ebadcc,2,2,2,0,0,2,2,0,0
POI-ID-ea92cc66,2,2,1,1,0,1,1,0,0
POI-ID-a548fe3a,2,2,2,0,0,2,2,0,0
POI-ID-f0a193ec,13,13,12,1,0,12,12,0,0
POI-ID-ed065029,12,12,10,1,1,10,10,0,0
POI-ID-780feb1c,3,3,3,0,0,3,3,0,0
POI-ID-5bae3573,3,3,3,0,0,3,3,0,0
POI-ID-8e3448b8,1,1,1,0,0,1,1,0,0
POI-ID-4c3684cc,1,1,1,0,0,1,1,0,0
POI-ID-490d3b52,8,8,7,1,0,8,8,0,0
POI-ID-472150fb,1,1,1,0,0,1,1,0,0
POI-ID-1d3c35d9,2,2,2,0,0,2,2,0,0
POI-ID-19b68db6,1,1,1,0,0,1,1,0,0
POI-ID-ec134414,6,6,6,0,0,6,6,0,0
POI-ID-5f149356,3,3,2,0,1,3,3,0,0
POI-ID-8883c442,15,15,9,4,2,2,2,0,0
POI-ID-e2f1186c,5,5,3,2,0,3,3,0,0
POI-ID-22399f4b,4,4,4,0,0,4,4,0,0
POI-ID-6ed9c555,1,1,1,0,0,1,1,0,0
POI-ID-2dd8e1c7,1,1,1,0,0,1,1,0,0
POI-ID-259a041c,1,1,1,0,0,1,1,0,0
POI-ID-905ec800,5,5,4,1,0,4,4,0,0
POI-ID-e3737286,3,3,1,1,1,1,1,0,0
POI-ID-0d6e37a5,2,2,2,0,0,2,2,0,0
POI-ID-24e7bc28,2,2,2,0,0,2,2,0,0
POI-ID-a9dfb3d6,1,1,1,0,0,1,1,0,0
POI-ID-aad6cbd8,1,1,1,0,0,1,1,0,0
POI-ID-c302a603,1,1,1,0,0,1,1,0,0
POI-ID-c5bea5b4,8,8,8,0,0,8,8,0,0
POI-ID-a274ef39,3,3,3,0,0,3,3,0,0
POI-ID-dce814ba,5,5,5,0,0,5,5,0,0
POI-ID-6e1853dd,3,3,2,1,0,2,2,0,0
POI-ID-df9de0a2,2,2,2,0,0,2,2,0,0
POI-ID-06b94b30,8,8,5,1,2,3,3,0,0
POI-ID-5446bd25,1,1,1,0,0,1,1,0,0
POI-ID-7215a87a,1,1,1,0,0,1,1,0,0
POI-ID-88fbce1a,23,23,13,6,4,1,1,0,0
POI-ID-15a8491c,2,2,1,1,0,1,1,0,0
POI-ID-91b2c506,1,1,1,0,0,1,1,0,0
POI-ID-6af5c5d7,9,9,6,1,2,6,6,0,0
POI-ID-19f95806,1,1,1,0,0,1,1,0,0
POI-ID-600d487a,1,1,1,0,0,1,1,0,0
POI-ID-6285a386,7,7,5,1,1,3,3,0,0
POI-ID-4a8fb9f3,5,5,4,0,1,4,4,0,0
POI-ID-29e899b3,1,1,1,0,0,1,1,0,0
POI-ID-756a7918,5,5,4,1,0,4,4,0,0
POI-ID-76c4f0d4,6,6,5,1,0,5,5,0,0
POI-ID-503a187d,1,1,1,0,0,1,1,0,0
POI-ID-69050e99,6,6,5,1,0,5,5,0,0
POI-ID-d3e2158c,1,1,1,0,0,1,1,0,0
POI-ID-f4078b13,13,13,9,2,2,8,8,0,0
POI-ID-df5b01a7,6,6,6,0,0,6,6,0,0
POI-ID-dc3ed474,1,1,1,0,0,1,1,0,0
POI-ID-d6a9edd5,7,7,6,1,0,6,6,0,0
POI-ID-34151b7e,7,7,6,1,0,6,6,0,0
POI-ID-df62b5cb,5,5,5,0,0,5,5,0,0
POI-ID-16dc1282,4,4,4,0,0,4,4,0,0
POI-ID-4130fb32,91,91,57,25,9,7,7,0,0
POI-ID-90dbc420,1,1,1,0,0,1,1,0,0
POI-ID-819bae16,4,4,3,1,0,3,3,0,0
POI-ID-6f174cb3,2,2,2,0,0,2,2,0,0
POI-ID-6290988d,2,2,2,0,0,2,2,0,0
POI-ID-2ea6f42f,5,5,5,0,0,5,5,0,0
POI-ID-8b0b4e96,1,1,1,0,0,1,1,0,0
POI-ID-b4b5dfee,12,12,6,4,2,3,3,0,0
POI-ID-37b9b558,1,1,1,0,0,1,1,0,0
POI-ID-bef061ae,2,2,2,0,0,2,2,0,0
POI-ID-47c9b44f,5,5,5,0,0,5,5,0,0
POI-ID-29729b4f,9,9,8,1,0,8,8,0,0
POI-ID-28dd8e1c,1,1,1,0,0,1,1,0,0
POI-ID-16f5efe6,4,4,3,1,0,3,3,0,0
POI-ID-85aca881,1,1,1,0,0,1,1,0,0
POI-ID-a644b09e,6,6,6,0,0,6,6,0,0
POI-ID-c04f2e05,1,1,1,0,0,1,1,0,0
POI-ID-695b0fa9,3,3,2,1,0,2,2,0,0
POI-ID-8a851850,1,1,1,0,0,1,1,0,0
POI-ID-ff03fdee,5,5,3,1,1,3,3,0,0
POI-ID-16c9c2fc,4,4,3,1,0,4,4,0,0
POI-ID-35f53598,8,8,7,1,0,7,7,0,0
POI-ID-d040b84a,3,3,1,1,1,1,1,0,0
POI-ID-ea4260e7,2,2,2,0,0,2,2,0,0
POI-ID-7e7fd097,9,9,8,1,0,8,8,0,0
POI-ID-9c70840f,8,8,4,2,2,1,1,0,0
POI-ID-554165fb,2,2,1,1,0,1,1,0,0
POI-ID-0e4baabf,3,3,3,0,0,3,3,0,0
POI-ID-537bb923,1,1,1,0,0,1,1,0,0
POI-ID-9dd6fe44,2,2,2,0,0,2,2,0,0
POI-ID-d165f26b,1,1,1,0,0,1,1,0,0
POI-ID-051a3f5b,2,2,2,0,0,2,2,0,0
POI-ID-60311b00,1,1,1,0,0,1,1,0,0
POI-ID-ec31ba88,1,1,1,0,0,1,1,0,0
POI-ID-96d13a5d,1,1,1,0,0,1,1,0,0
POI-ID-4abdc7ad,1,1,1,0,0,1,1,0,0
POI-ID-d115db23,1,1,1,0,0,1,1,0,0
POI-ID-b59d2225,1,1,1,0,0,1,1,0,0
POI-ID-2b31dc9c,4,4,3,1,0,3,3,0,0
POI-ID-4936aec7,1,1,1,0,0,1,1,0,0
POI-ID-09c5867d,11,11,6,3,2,1,1,0,0
POI-ID-ed90da7e,3,3,2,1,0,2,2,0,0
POI-ID-147e1f48,2,2,2,0,0,2,2,0,0
POI-ID-88630edc,1,1,1,0,0,1,1,0,0
POI-ID-e119dbbd,6,6,6,0,0,6,6,0,0
POI-ID-e91ff87c,1,1,1,0,0,1,1,0,0
POI-ID-8ac44510,6,6,5,1,0,5,5,0,0
POI-ID-2f5002bf,3,3,3,0,0,3,3,0,0
POI-ID-cf3fde72,1,1,1,0,0,1,1,0,0
POI-ID-aa0d12e2,5,5,3,1,1,2,2,0,0
POI-ID-14836a92,5,5,5,0,0,5,5,0,0
POI-ID-8a58f041,2,2,1,1,0,1,1,0,0
POI-ID-39dd38d0,1,1,1,0,0,1,1,0,0
POI-ID-64b781c0,2,2,2,0,0,2,2,0,0
POI-ID-64cf3b98,2,2,2,0,0,2,2,0,0
POI-ID-89d28dcb,1,1,1,0,0,1,1,0,0
POI-ID-e11af74f,4,4,3,1,0,3,3,0,0
POI-ID-628477bf,8,8,5,2,1,5,5,0,0
POI-ID-19cf6d02,8,8,8,0,0,8,8,0,0
POI-ID-daac3da1,4,4,4,0,0,4,4,0,0
POI-ID-ab924031,1,1,1,0,0,1,1,0,0
POI-ID-8edf38da,1,1,1,0,0,1,1,0,0
POI-ID-6931951b,6,6,5,1,0,5,5,0,0
POI-ID-5ef76ed4,1,1,1,0,0,1,1,0,0
POI-ID-93b90c2d,2,2,2,0,0,2,2,0,0
POI-ID-d18be9e5,5,5,5,0,0,5,5,0,0
POI-ID-4e1a1327,1,1,1,0,0,1,1,0,0
POI-ID-7e23f84e,2,2,2,0,0,2,2,0,0
POI-ID-1790ffe0,5,5,5,0,0,5,5,0,0
POI-ID-09396e70,3,3,3,0,0,3,3,0,0
POI-ID-939f3791,1,1,1,0,0,1,1,0,0
POI-ID-2879e6b4,3,3,3,0,0,3,3,0,0
POI-ID-f24a0d12,2,2,2,0,0,2,2,0,0
POI-ID-5c798ba7,3,3,3,0,0,3,3,0,0
POI-ID-09977fc1,8,8,7,1,0,7,7,0,0
POI-ID-f5efe234,1,1,1,0,0,1,1,0,0
POI-ID-6fedaac0,6,6,6,0,0,6,6,0,0
POI-ID-ace0d392,5,5,4,1,0,4,4,0,0
POI-ID-7232db1b,9,9,9,0,0,9,9,0,0
POI-ID-54623d8e,5,5,4,1,0,4,4,0,0
POI-ID-5a873fad,2,2,1,1,0,1,1,0,0
POI-ID-09c0cc4f,6,6,6,0,0,6,6,0,0
POI-ID-21d51831,7,7,4,2,1,4,4,0,0
POI-ID-d4230d6a,12,12,7,3,2,2,2,0,0
POI-ID-99a03509,2,2,1,1,0,1,1,0,0
POI-ID-7b055239,1,1,1,0,0,1,1,0,0
POI-ID-696ce749,1,1,1,0,0,1,1,0,0
POI-ID-0fed9e6d,1,1,1,0,0,1,1,0,0
POI-ID-2e0b36f2,1,1,1,0,0,1,1,0,0
POI-ID-ba282017,1,1,1,0,0,1,1,0,0
POI-ID-3ab74734,2,2,1,1,0,1,1,0,0
POI-ID-5c008467,2,2,1,1,0,1,1,0,0
POI-ID-ac356dcb,1,1,1,0,0,1,1,0,0
POI-ID-5e12cadf,3,3,1,1,1,1,1,0,0
POI-ID-4d742f08,1,1,1,0,0,1,1,0,0
POI-ID-7d48e336,1,1,1,0,0,1,1,0,0
POI-ID-1c7930ee,2,2,2,0,0,2,2,0,0
POI-ID-129bc380,1,1,1,0,0,1,1,0,0
POI-ID-a8987ab5,1,1,1,0,0,1,1,0,0
POI-ID-895eda2e,8,8,5,2,1,5,5,0,0
POI-ID-32c64e63,1,1,1,0,0,1,1,0,0
POI-ID-6d399513,2,2,1,1,0,1,1,0,0
POI-ID-868ecc57,1,1,1,0,0,1,1,0,0
POI-ID-ddfe9501,2,2,1,1,0,1,1,0,0
POI-ID-33a6800e,1,1,1,0,0,1,1,0,0
POI-ID-011fdc78,17,17,11,4,2,9,9,0,0
POI-ID-1cb9db02,3,3,2,1,0,2,2,0,0
POI-ID-2ef47b06,1,1,1,0,0,1,1,0,0
POI-ID-db53b44c,2,2,1,1,0,1,1,0,0
POI-ID-99ffaa16,7,7,4,2,1,4,4,0,0
POI-ID-9e47d5c4,3,3,3,0,0,3,3,0,0
POI-ID-07a5a6ae,2,2,1,1,0,1,1,0,0
POI-ID-da32f597,3,3,3,0,0,3,3,0,0
POI-ID-cc38f141,5,5,3,1,1,1,1,0,0
POI-ID-f7d38ea4,1,1,1,0,0,1,1,0,0
POI-ID-09355c3d,1,1,1,0,0,1,1,0,0
POI-ID-e863b106,4,4,4,0,0,4,4,0,0
POI-ID-c915fcf9,12,12,9,2,1,6,6,0,0
POI-ID-3415e6f6,3,3,3,0,0,3,3,0,0
POI-ID-6db0df56,19,19,16,3,0,17,17,0,0
POI-ID-f7d47efc,4,4,3,1,0,3,3,0,0
POI-ID-4f618a1d,2,2,2,0,0,2,2,0,0
POI-ID-c2b512d9,2,2,2,0,0,2,2,0,0
POI-ID-32984c68,3,3,3,0,0,3,3,0,0
POI-ID-39a79094,10,10,9,1,0,9,9,0,0
POI-ID-274c3552,1,1,1,0,0,1,1,0,0
POI-ID-f16e0a8e,4,4,4,0,0,4,4,0,0
POI-ID-53958872,6,6,4,1,1,3,3,0,0
POI-ID-08009714,2,2,1,1,0,1,1,0,0
POI-ID-3afac966,20,20,12,4,4,11,11,0,0
POI-ID-e0fdfd20,2,2,2,0,0,2,2,0,0
POI-ID-f74b9282,1,1,1,0,0,1,1,0,0
POI-ID-d2de6884,21,21,16,3,2,14,14,0,0
POI-ID-f421d1dd,12,12,10,2,0,10,10,0,0
POI-ID-3c6e4eb5,1,1,1,0,0,1,1,0,0
POI-ID-c07b1e27,11,11,7,2,2,4,4,0,0
POI-ID-18ecbb6a,1,1,1,0,0,1,1,0,0
POI-ID-882451b7,2,2,2,0,0,2,2,0,0
POI-ID-e6b7cff0,1,1,1,0,0,1,1,0,0
POI-ID-f045ffe2,1,1,1,0,0,1,1,0,0
POI-ID-045d7895,3,3,3,0,0,3,3,0,0
POI-ID-83467d94,1,1,1,0,0,1,1,0,0
POI-ID-2ced22e1,1,1,1,0,0,1,1,0,0
POI-ID-53cf2e84,4,4,4,0,0,4,4,0,0
POI-ID-a141a87d,1,1,1,0,0,1,1,0,0
POI-ID-9774ae04,1,1,1,0,0,1,1,0,0
POI-ID-6a8df13d,1,1,1,0,0,1,1,0,0
POI-ID-5ad2832c,4,4,3,1,0,3,3,0,0
POI-ID-20520466,7,7,5,1,1,3,3,0,0
POI-ID-c651c29e,4,4,4,0,0,4,4,0,0
POI-ID-f5478762,3,3,2,1,0,2,2,0,0
POI-ID-6d54885a,19,19,11,5,3,8,8,0,0
POI-ID-964169b4,12,12,9,2,1,8,8,0,0
POI-ID-490532c4,2,2,2,0,0,2,2,0,0
POI-ID-b6d5e05b,10,10,10,0,0,10,10,0,0
POI-ID-c3215b60,1,1,1,0,0,1,1,0,0
POI-ID-838785f9,7,7,5,2,0,5,5,0,0
POI-ID-371eef9e,2,2,1,1,0,1,1,0,0
POI-ID-12284c73,1,1,1,0,0,1,1,0,0
POI-ID-413fcf5d,11,11,7,2,2,7,7,0,0
POI-ID-a24dcddc,1,1,1,0,0,1,1,0,0
POI-ID-c59b5868,4,4,4,0,0,4,4,0,0
POI-ID-4a9d113e,1,1,1,0,0,1,1,0,0
POI-ID-21293568,1,1,1,0,0,1,1,0,0
POI-ID-9eeb3501,1,1,1,0,0,1,1,0,0
POI-ID-15af7fe7,10,10,7,2,1,7,7,0,0
POI-ID-a24d41f4,1,1,1,0,0,1,1,0,0
POI-ID-517db201,5,5,5,0,0,5,5,0,0
POI-ID-38b92271,2,2,2,0,0,2,2,0,0
POI-ID-a16dfe50,2,2,2,0,0,2,2,0,0
POI-ID-f42a5cd5,42,42,25,12,5,2,2,0,0
POI-ID-1e5837be,1,1,1,0,0,1,1,0,0
POI-ID-26590930,4,4,4,0,0,4,4,0,0
POI-ID-e3267d20,2,2,2,0,0,2,2,0,0
POI-ID-87b264cf,1,1,1,0,0,1,1,0,0
POI-ID-fe0c943e,1,1,1,0,0,1,1,0,0
POI-ID-1daf43f1,5,5,3,1,1,2,2,0,0
POI-ID-c3611d4e,1,1,1,0,0,1,1,0,0
POI-ID-414e9ba6,14,14,8,4,2,1,1,0,0
POI-ID-c7ecbd19,1,1,1,0,0,1,1,0,0
POI-ID-372c77bf,3,3,2,1,0,2,2,0,0
POI-ID-f7dcb035,1,1,1,0,0,1,1,0,0
POI-ID-5b187147,2,2,2,0,0,2,2,0,0
POI-ID-f7fe03ac,1,1,1,0,0,1,1,0,0
POI-ID-1a595ac7,1,1,1,0,0,1,1,0,0
POI-ID-da2e9f8a,15,15,13,1,1,11,11,0,0
POI-ID-2cf5f397,1,1,1,0,0,1,1,0,0
POI-ID-5246aae7,4,4,4,0,0,4,4,0,0
POI-ID-00236835,2,2,2,0,0,2,2,0,0
POI-ID-df9f04c6,3,3,2,0,1,3,3,0,0
POI-ID-6f5199e0,2,2,2,0,0,2,2,0,0
POI-ID-a39ccbad,1,1,1,0,0,1,1,0,0
POI-ID-9517da06,8,8,6,1,1,6,6,0,0
POI-ID-8ffee2e2,2,2,2,0,0,2,2,0,0
POI-ID-0fb0faca,1,1,1,0,0,1,1,0,0
POI-ID-e5e61bd4,1,1,1,0,0,1,1,0,0
POI-ID-0b682c26,1,1,1,0,0,1,1,0,0
POI-ID-31bf0e5b,1,1,1,0,0,1,1,0,0
POI-ID-1cd7d65f,8,8,5,2,1,4,4,0,0
POI-ID-44cba950,4,4,3,1,0,3,3,0,0
POI-ID-1434ce7d,1,1,1,0,0,1,1,0,0
POI-ID-48333589,1,1,1,0,0,1,1,0,0
POI-ID-352216a6,1,1,1,0,0,1,1,0,0
POI-ID-a449ed7f,1,1,1,0,0,1,1,0,0
POI-ID-48a20681,3,3,1,1,1,1,1,0,0
POI-ID-cc38af00,9,9,8,1,0,8,8,0,0
POI-ID-36b2ac9d,5,5,5,0,0,5,5,0,0
POI-ID-21b6701f,9,9,5,3,1,2,2,0,0
POI-ID-8e54c45a,3,3,2,1,0,2,2,0,0
POI-ID-590f3156,14,14,13,1,0,13,13,0,0
POI-ID-4099242d,1,1,1,0,0,1,1,0,0
POI-ID-aaaad007,1,1,1,0,0,1,1,0,0
POI-ID-e7dfbed9,2,2,2,0,0,2,2,0,0
POI-ID-0c91fb7c,1,1,1,0,0,1,1,0,0
POI-ID-0a5cbe1f,2,2,1,1,0,1,1,0,0
POI-ID-0c159c48,1,1,1,0,0,1,1,0,0
POI-ID-c1a900c7,1,1,1,0,0,1,1,0,0
POI-ID-75c13056,4,4,2,1,1,2,2,0,0
POI-ID-3a64b1b0,1,1,1,0,0,1,1,0,0
POI-ID-836e6eee,1,1,1,0,0,1,1,0,0
POI-ID-3188681c,3,3,3,0,0,3,3,0,0
POI-ID-9be33ac6,4,4,2,1,1,2,2,0,0
POI-ID-e0a458ce,2,2,2,0,0,2,2,0,0
POI-ID-8e347a6b,1,1,1,0,0,1,1,0,0
POI-ID-972a553c,5,5,5,0,0,5,5,0,0
POI-ID-ea3dd5da,2,2,2,0,0,2,2,0,0
POI-ID-399fdb33,1,1,1,0,0,1,1,0,0
POI-ID-2e4424f7,2,2,1,1,0,1,1,0,0
POI-ID-ce9d9d79,4,4,3,1,0,3,3,0,0
POI-ID-29a0ad0e,1,1,1,0,0,1,1,0,0
POI-ID-f0941664,1,1,1,0,0,1,1,0,0
POI-ID-d4083955,2,2,2,0,0,2,2,0,0
POI-ID-06cdfb8a,1,1,1,0,0,1,1,0,0
POI-ID-a5d4c56e,1,1,1,0,0,1,1,0,0
POI-ID-db978bc3,1,1,1,0,0,1,1,0,0
POI-ID-64d6cf67,2,2,2,0,0,2,2,0,0
POI-ID-cea16aa7,1,1,1,0,0,1,1,0,0
POI-ID-8b2235d7,10,10,7,2,1,8,8,0,0
POI-ID-b801ef12,2,2,1,1,0,1,1,0,0
POI-ID-9d093d7f,2,2,2,0,0,2,2,0,0
POI-ID-b0a69355,3,3,2,1,0,2,2,0,0
POI-ID-1049728a,2,2,2,0,0,2,2,0,0
POI-ID-033f831f,2,2,2,0,0,2,2,0,0
POI-ID-2e32acd8,1,1,1,0,0,1,1,0,0
POI-ID-3afcb519,6,6,6,0,0,6,6,0,0
